"","R10.0_45.0","R12.5_45.0","R10.0_42.5","R12.5_42.5"
"1979-01-28 18:00:00",99,100,84,90
"1979-01-29 00:00:00",90,89,79,75
"1979-01-29 06:00:00",91,92,92,84
"1979-01-29 12:00:00",97,100,80,86
"1979-01-29 18:00:00",91,99,79,85
"1979-01-30 00:00:00",84,90,69,76
"1979-01-30 06:00:00",97,96,75,69
"1979-01-30 12:00:00",82,93,76,72
"1979-01-30 18:00:00",88,90,79,82
"1979-01-31 00:00:00",87,91,75,80
"1979-01-31 06:00:00",86,93,73,76
"1979-01-31 12:00:00",76,74,63,65
"1979-01-31 18:00:00",81,83,61,63
"1979-02-01 00:00:00",85,84,59,52
"1979-02-01 06:00:00",88,89,72,60
"1979-02-01 12:00:00",82,86,93,85
"1979-02-01 18:00:00",95,84,100,96
"1979-02-02 00:00:00",90,91,90,96
"1979-02-02 06:00:00",100,98,99,97
"1979-02-02 12:00:00",88,88,95,93
"1979-02-02 18:00:00",95,96,93,92
"1979-02-03 00:00:00",93,91,96,90
"1979-02-03 06:00:00",94,97,98,97
"1979-02-03 12:00:00",92,96,90,89
"1979-02-03 18:00:00",90,91,92,97
"1979-02-04 00:00:00",95,96,79,87
"1979-02-04 06:00:00",87,93,71,78
"1979-02-04 12:00:00",89,94,66,67
"1979-02-04 18:00:00",89,87,78,72
"1979-02-05 00:00:00",90,91,84,78
"1979-02-05 06:00:00",97,95,92,84
"1979-02-05 12:00:00",95,91,99,95
"1979-02-05 18:00:00",94,96,84,93
"1979-02-06 00:00:00",87,91,84,89
"1979-02-06 06:00:00",94,96,82,86
"1979-02-06 12:00:00",71,79,63,72
"1979-02-06 18:00:00",83,88,66,75
"1979-02-07 00:00:00",97,100,75,85
"1979-02-07 06:00:00",100,95,92,88
"1979-02-07 12:00:00",92,84,98,87
"1979-02-07 18:00:00",100,94,100,99
"1979-02-08 00:00:00",86,93,80,94
"1979-02-08 06:00:00",88,97,77,84
"1979-02-08 12:00:00",84,77,70,67
"1979-02-08 18:00:00",84,83,68,67
"1979-02-09 00:00:00",90,89,80,73
"1979-02-09 06:00:00",100,94,100,90
"1979-02-09 12:00:00",95,100,93,99
"1979-02-09 18:00:00",100,100,100,100
"1979-02-10 00:00:00",99,100,94,98
"1979-02-10 06:00:00",100,100,88,94
"1979-02-10 12:00:00",100,100,91,85
"1979-02-10 18:00:00",100,100,90,86
"1979-02-11 00:00:00",92,98,79,85
"1979-02-11 06:00:00",100,100,83,92
"1979-02-11 12:00:00",99,100,86,83
"1979-02-11 18:00:00",97,95,91,86
"1979-02-12 00:00:00",92,93,91,91
"1979-02-12 06:00:00",100,100,86,88
"1979-02-12 12:00:00",93,94,79,81
"1979-02-12 18:00:00",96,100,82,89
"1979-02-13 00:00:00",91,99,83,84
"1979-02-13 06:00:00",85,94,85,87
"1979-02-13 12:00:00",89,97,76,87
"1979-02-13 18:00:00",91,92,73,78
"1979-02-14 00:00:00",94,99,83,83
"1979-02-14 06:00:00",95,99,88,89
"1979-02-14 12:00:00",91,99,83,89
"1979-02-14 18:00:00",95,99,80,86
"1979-02-15 00:00:00",90,93,81,81
"1979-02-15 06:00:00",93,94,88,91
"1979-02-15 12:00:00",84,89,78,77
"1979-02-15 18:00:00",91,95,82,81
"1979-02-16 00:00:00",100,100,83,75
"1979-02-16 06:00:00",94,95,82,84
"1979-02-16 12:00:00",92,99,86,94
"1979-02-16 18:00:00",91,96,81,88
"1979-02-17 00:00:00",98,100,89,97
"1979-02-17 06:00:00",100,100,83,86
"1979-02-17 12:00:00",99,100,81,80
"1979-02-17 18:00:00",96,96,82,81
"1979-02-18 00:00:00",95,95,83,88
"1979-02-18 06:00:00",100,100,90,98
"1979-02-18 12:00:00",82,93,84,88
"1979-02-18 18:00:00",90,98,83,88
"1979-02-19 00:00:00",89,93,83,87
"1979-02-19 06:00:00",88,90,83,87
"1979-02-19 12:00:00",84,92,84,90
"1979-02-19 18:00:00",91,92,85,87
"1979-02-20 00:00:00",89,83,93,99
"1979-02-20 06:00:00",89,86,88,91
"1979-02-20 12:00:00",67,63,82,80
"1979-02-20 18:00:00",82,83,88,93
"1979-02-21 00:00:00",86,74,89,88
"1979-02-21 06:00:00",81,80,86,93
"1979-02-21 12:00:00",79,79,83,94
"1979-02-21 18:00:00",86,86,90,94
"1979-02-22 00:00:00",78,75,88,87
"1979-02-22 06:00:00",83,86,85,88
"1979-02-22 12:00:00",68,64,71,75
"1979-02-22 18:00:00",64,67,69,69
"1979-02-23 00:00:00",63,61,68,70
"1979-02-23 06:00:00",83,83,74,79
"1979-02-23 12:00:00",63,62,66,71
"1979-02-23 18:00:00",67,70,75,80
"1979-02-24 00:00:00",61,71,86,95
"1979-02-24 06:00:00",73,76,89,94
"1979-02-24 12:00:00",48,52,73,78
"1979-02-24 18:00:00",67,74,79,84
"1979-02-25 00:00:00",74,76,76,78
"1979-02-25 06:00:00",81,85,86,83
"1979-02-25 12:00:00",67,77,58,59
"1979-02-25 18:00:00",66,77,60,66
"1979-02-26 00:00:00",74,69,69,66
"1979-02-26 06:00:00",71,75,88,79
"1979-02-26 12:00:00",52,61,51,47
"1979-02-26 18:00:00",61,78,53,61
"1979-02-27 00:00:00",61,78,40,55
"1979-02-27 06:00:00",74,92,62,59
"1979-02-27 12:00:00",56,72,42,60
"1979-02-27 18:00:00",62,75,47,56
"1979-02-28 00:00:00",55,84,53,64
"1979-02-28 06:00:00",73,85,71,64
"1979-02-28 12:00:00",65,63,68,43
"1979-02-28 18:00:00",88,72,81,51
"1979-03-01 00:00:00",96,97,96,83
"1979-03-01 06:00:00",100,94,94,81
"1979-03-01 12:00:00",88,79,83,71
"1979-03-01 18:00:00",90,75,90,76
"1979-03-02 00:00:00",88,77,79,77
"1979-03-02 06:00:00",95,81,90,86
"1979-03-02 12:00:00",67,69,88,87
"1979-03-02 18:00:00",69,75,84,90
"1979-03-03 00:00:00",71,79,94,99
"1979-03-03 06:00:00",77,80,95,98
"1979-03-03 12:00:00",63,64,82,83
"1979-03-03 18:00:00",61,62,75,83
"1979-03-04 00:00:00",69,75,72,79
"1979-03-04 06:00:00",77,80,76,76
"1979-03-04 12:00:00",74,68,70,71
"1979-03-04 18:00:00",70,62,69,67
"1979-03-05 00:00:00",69,60,63,63
"1979-03-05 06:00:00",76,73,59,56
"1979-03-05 12:00:00",66,66,42,44
"1979-03-05 18:00:00",70,72,51,50
"1979-03-06 00:00:00",78,83,45,61
"1979-03-06 06:00:00",100,100,61,76
"1979-03-06 12:00:00",77,80,55,63
"1979-03-06 18:00:00",80,75,66,69
"1979-03-07 00:00:00",88,85,72,70
"1979-03-07 06:00:00",97,93,78,73
"1979-03-07 12:00:00",81,76,79,67
"1979-03-07 18:00:00",87,76,88,73
"1979-03-08 00:00:00",94,92,97,97
"1979-03-08 06:00:00",94,99,88,100
"1979-03-08 12:00:00",78,92,72,88
"1979-03-08 18:00:00",75,87,64,79
"1979-03-09 00:00:00",85,97,61,70
"1979-03-09 06:00:00",98,100,79,84
"1979-03-09 12:00:00",73,82,67,74
"1979-03-09 18:00:00",71,75,82,77
"1979-03-10 00:00:00",90,90,84,80
"1979-03-10 06:00:00",94,94,95,92
"1979-03-10 12:00:00",68,78,72,82
"1979-03-10 18:00:00",65,79,66,77
"1979-03-11 00:00:00",78,86,69,84
"1979-03-11 06:00:00",94,94,80,84
"1979-03-11 12:00:00",82,85,80,77
"1979-03-11 18:00:00",85,87,75,75
"1979-03-12 00:00:00",92,86,71,73
"1979-03-12 06:00:00",94,93,73,72
"1979-03-12 12:00:00",84,83,77,74
"1979-03-12 18:00:00",84,82,78,78
"1979-03-13 00:00:00",80,77,73,81
"1979-03-13 06:00:00",87,86,74,81
"1979-03-13 12:00:00",79,80,77,84
"1979-03-13 18:00:00",80,79,72,81
"1979-03-14 00:00:00",92,93,70,83
"1979-03-14 06:00:00",100,97,75,82
"1979-03-14 12:00:00",71,77,79,84
"1979-03-14 18:00:00",76,74,76,81
"1979-03-15 00:00:00",92,94,89,97
"1979-03-15 06:00:00",100,92,97,99
"1979-03-15 12:00:00",90,80,91,90
"1979-03-15 18:00:00",100,97,97,93
"1979-03-16 00:00:00",95,97,91,100
"1979-03-16 06:00:00",100,100,85,95
"1979-03-16 12:00:00",97,100,80,85
"1979-03-16 18:00:00",91,100,63,69
"1979-03-17 00:00:00",68,81,64,69
"1979-03-17 06:00:00",90,80,77,67
"1979-03-17 12:00:00",75,76,81,78
"1979-03-17 18:00:00",91,85,88,81
"1979-03-18 00:00:00",97,95,99,96
"1979-03-18 06:00:00",100,100,95,97
"1979-03-18 12:00:00",98,100,89,91
"1979-03-18 18:00:00",93,92,80,83
"1979-03-19 00:00:00",95,100,85,94
"1979-03-19 06:00:00",96,99,88,91
"1979-03-19 12:00:00",89,99,88,88
"1979-03-19 18:00:00",92,89,82,79
"1979-03-20 00:00:00",95,89,75,63
"1979-03-20 06:00:00",98,97,91,77
"1979-03-20 12:00:00",97,94,84,92
"1979-03-20 18:00:00",93,97,68,85
"1979-03-21 00:00:00",87,86,77,81
"1979-03-21 06:00:00",99,94,85,81
"1979-03-21 12:00:00",84,87,74,69
"1979-03-21 18:00:00",92,83,88,72
"1979-03-22 00:00:00",97,99,100,98
"1979-03-22 06:00:00",100,100,95,99
"1979-03-22 12:00:00",99,100,82,91
"1979-03-22 18:00:00",91,99,81,87
"1979-03-23 00:00:00",81,87,77,79
"1979-03-23 06:00:00",100,93,83,74
"1979-03-23 12:00:00",89,86,76,72
"1979-03-23 18:00:00",80,77,78,73
"1979-03-24 00:00:00",84,87,77,80
"1979-03-24 06:00:00",84,88,70,72
"1979-03-24 12:00:00",87,80,63,63
"1979-03-24 18:00:00",88,82,63,66
"1979-03-25 00:00:00",91,84,64,72
"1979-03-25 06:00:00",96,87,69,69
"1979-03-25 12:00:00",80,77,77,69
"1979-03-25 18:00:00",96,83,91,80
"1979-03-26 00:00:00",87,81,88,75
"1979-03-26 06:00:00",100,87,99,93
"1979-03-26 12:00:00",97,88,98,93
"1979-03-26 18:00:00",97,92,93,95
"1979-03-27 00:00:00",97,99,97,96
"1979-03-27 06:00:00",100,100,100,100
"1979-03-27 12:00:00",85,97,96,88
"1979-03-27 18:00:00",84,92,83,89
"1979-03-28 00:00:00",91,99,78,84
"1979-03-28 06:00:00",100,100,78,82
"1979-03-28 12:00:00",88,88,75,74
"1979-03-28 18:00:00",100,95,86,78
"1979-03-29 00:00:00",100,100,82,86
"1979-03-29 06:00:00",100,100,66,78
"1979-03-29 12:00:00",92,91,64,56
"1979-03-29 18:00:00",92,91,64,60
"1979-03-30 00:00:00",89,87,58,65
"1979-03-30 06:00:00",93,93,63,66
"1979-03-30 12:00:00",80,73,72,64
"1979-03-30 18:00:00",80,79,70,68
"1979-03-31 00:00:00",75,76,62,66
"1979-03-31 06:00:00",91,93,67,71
"1979-03-31 12:00:00",70,69,70,59
"1979-03-31 18:00:00",75,75,73,67
"1979-04-01 00:00:00",87,89,76,75
"1979-04-01 06:00:00",89,89,77,76
"1979-04-01 12:00:00",73,80,72,71
"1979-04-01 18:00:00",69,73,73,72
"1979-04-02 00:00:00",80,80,71,74
"1979-04-02 06:00:00",84,89,69,76
"1979-04-02 12:00:00",70,75,71,71
"1979-04-02 18:00:00",63,65,71,66
"1979-04-03 00:00:00",66,75,63,69
"1979-04-03 06:00:00",81,84,75,76
"1979-04-03 12:00:00",75,72,72,66
"1979-04-03 18:00:00",89,77,75,69
"1979-04-04 00:00:00",95,99,79,91
"1979-04-04 06:00:00",92,100,71,78
"1979-04-04 12:00:00",62,81,62,65
"1979-04-04 18:00:00",77,74,75,66
"1979-04-05 00:00:00",87,91,71,71
"1979-04-05 06:00:00",88,91,73,74
"1979-04-05 12:00:00",81,76,99,88
"1979-04-05 18:00:00",97,96,82,89
"1979-04-06 00:00:00",100,100,58,73
"1979-04-06 06:00:00",100,100,65,66
"1979-04-06 12:00:00",82,90,68,66
"1979-04-06 18:00:00",88,91,71,80
"1979-04-07 00:00:00",84,92,64,83
"1979-04-07 06:00:00",92,97,71,74
"1979-04-07 12:00:00",59,71,64,70
"1979-04-07 18:00:00",59,58,57,53
"1979-04-08 00:00:00",72,74,54,60
"1979-04-08 06:00:00",66,82,59,58
"1979-04-08 12:00:00",49,56,59,55
"1979-04-08 18:00:00",56,55,62,56
"1979-04-09 00:00:00",62,60,52,50
"1979-04-09 06:00:00",74,68,58,55
"1979-04-09 12:00:00",54,62,63,59
"1979-04-09 18:00:00",56,55,67,60
"1979-04-10 00:00:00",74,64,74,62
"1979-04-10 06:00:00",73,68,81,72
"1979-04-10 12:00:00",55,58,74,69
"1979-04-10 18:00:00",63,60,73,72
"1979-04-11 00:00:00",85,79,85,75
"1979-04-11 06:00:00",100,97,100,96
"1979-04-11 12:00:00",98,83,99,97
"1979-04-11 18:00:00",100,100,97,99
"1979-04-12 00:00:00",96,92,95,93
"1979-04-12 06:00:00",99,98,93,92
"1979-04-12 12:00:00",86,86,81,87
"1979-04-12 18:00:00",83,78,73,79
"1979-04-13 00:00:00",78,76,69,67
"1979-04-13 06:00:00",95,93,73,71
"1979-04-13 12:00:00",79,70,66,64
"1979-04-13 18:00:00",87,70,64,65
"1979-04-14 00:00:00",78,70,60,63
"1979-04-14 06:00:00",80,75,68,68
"1979-04-14 12:00:00",71,63,65,69
"1979-04-14 18:00:00",64,55,64,64
"1979-04-15 00:00:00",65,62,63,68
"1979-04-15 06:00:00",68,62,60,62
"1979-04-15 12:00:00",54,52,55,56
"1979-04-15 18:00:00",63,56,53,54
"1979-04-16 00:00:00",72,61,65,66
"1979-04-16 06:00:00",85,78,70,73
"1979-04-16 12:00:00",69,62,80,80
"1979-04-16 18:00:00",89,72,79,82
"1979-04-17 00:00:00",92,78,72,72
"1979-04-17 06:00:00",96,96,70,79
"1979-04-17 12:00:00",100,100,80,88
"1979-04-17 18:00:00",98,100,81,85
"1979-04-18 00:00:00",89,96,82,86
"1979-04-18 06:00:00",90,95,91,91
"1979-04-18 12:00:00",73,82,82,84
"1979-04-18 18:00:00",84,87,87,86
"1979-04-19 00:00:00",78,72,80,83
"1979-04-19 06:00:00",90,88,84,91
"1979-04-19 12:00:00",66,66,92,95
"1979-04-19 18:00:00",73,69,93,91
"1979-04-20 00:00:00",76,74,82,86
"1979-04-20 06:00:00",81,79,91,92
"1979-04-20 12:00:00",56,60,76,80
"1979-04-20 18:00:00",50,54,73,81
"1979-04-21 00:00:00",55,55,53,62
"1979-04-21 06:00:00",72,67,58,62
"1979-04-21 12:00:00",58,56,61,52
"1979-04-21 18:00:00",71,65,66,57
"1979-04-22 00:00:00",74,69,66,61
"1979-04-22 06:00:00",79,80,69,69
"1979-04-22 12:00:00",60,62,62,61
"1979-04-22 18:00:00",61,63,65,63
"1979-04-23 00:00:00",69,69,61,65
"1979-04-23 06:00:00",95,87,65,70
"1979-04-23 12:00:00",69,59,61,60
"1979-04-23 18:00:00",87,73,83,70
"1979-04-24 00:00:00",97,85,99,89
"1979-04-24 06:00:00",98,97,100,94
"1979-04-24 12:00:00",100,98,97,88
"1979-04-24 18:00:00",100,100,94,97
"1979-04-25 00:00:00",92,100,92,100
"1979-04-25 06:00:00",99,100,85,92
"1979-04-25 12:00:00",83,85,76,78
"1979-04-25 18:00:00",84,83,77,75
"1979-04-26 00:00:00",96,95,73,78
"1979-04-26 06:00:00",100,99,73,70
"1979-04-26 12:00:00",93,86,76,76
"1979-04-26 18:00:00",95,92,79,75
"1979-04-27 00:00:00",98,97,81,78
"1979-04-27 06:00:00",100,95,81,74
"1979-04-27 12:00:00",82,77,81,82
"1979-04-27 18:00:00",95,90,88,88
"1979-04-28 00:00:00",92,95,83,83
"1979-04-28 06:00:00",97,100,83,81
"1979-04-28 12:00:00",87,84,69,68
"1979-04-28 18:00:00",88,91,78,77
"1979-04-29 00:00:00",99,99,79,81
"1979-04-29 06:00:00",96,99,76,83
"1979-04-29 12:00:00",88,92,78,85
"1979-04-29 18:00:00",84,88,85,85
"1979-04-30 00:00:00",90,91,80,83
"1979-04-30 06:00:00",93,92,73,75
"1979-04-30 12:00:00",85,82,82,84
"1979-04-30 18:00:00",89,86,89,87
"1979-05-01 00:00:00",99,97,89,86
"1979-05-01 06:00:00",100,99,97,90
"1979-05-01 12:00:00",95,99,93,94
"1979-05-01 18:00:00",94,100,95,97
"1979-05-02 00:00:00",95,100,87,92
"1979-05-02 06:00:00",95,95,96,94
"1979-05-02 12:00:00",92,92,83,80
"1979-05-02 18:00:00",89,90,86,81
"1979-05-03 00:00:00",71,91,71,90
"1979-05-03 06:00:00",83,94,67,84
"1979-05-03 12:00:00",59,69,50,58
"1979-05-03 18:00:00",57,61,44,51
"1979-05-04 00:00:00",52,55,53,56
"1979-05-04 06:00:00",82,76,59,61
"1979-05-04 12:00:00",56,52,52,51
"1979-05-04 18:00:00",60,57,53,51
"1979-05-05 00:00:00",75,71,69,61
"1979-05-05 06:00:00",81,84,79,75
"1979-05-05 12:00:00",55,68,53,65
"1979-05-05 18:00:00",51,59,51,54
"1979-05-06 00:00:00",65,75,56,66
"1979-05-06 06:00:00",86,86,67,75
"1979-05-06 12:00:00",59,61,69,69
"1979-05-06 18:00:00",61,58,66,65
"1979-05-07 00:00:00",81,72,74,82
"1979-05-07 06:00:00",92,88,72,88
"1979-05-07 12:00:00",58,55,60,69
"1979-05-07 18:00:00",59,60,58,68
"1979-05-08 00:00:00",80,81,65,71
"1979-05-08 06:00:00",95,92,71,81
"1979-05-08 12:00:00",55,57,58,62
"1979-05-08 18:00:00",49,52,48,52
"1979-05-09 00:00:00",61,69,56,60
"1979-05-09 06:00:00",67,76,56,59
"1979-05-09 12:00:00",47,52,53,52
"1979-05-09 18:00:00",38,42,48,47
"1979-05-10 00:00:00",48,47,51,56
"1979-05-10 06:00:00",63,57,49,59
"1979-05-10 12:00:00",47,46,48,55
"1979-05-10 18:00:00",50,44,42,45
"1979-05-11 00:00:00",70,59,40,42
"1979-05-11 06:00:00",82,82,46,61
"1979-05-11 12:00:00",44,49,40,48
"1979-05-11 18:00:00",41,42,36,44
"1979-05-12 00:00:00",56,53,38,43
"1979-05-12 06:00:00",69,68,41,45
"1979-05-12 12:00:00",56,61,38,41
"1979-05-12 18:00:00",60,64,41,40
"1979-05-13 00:00:00",74,74,46,50
"1979-05-13 06:00:00",82,79,51,60
"1979-05-13 12:00:00",49,61,48,56
"1979-05-13 18:00:00",48,59,46,49
"1979-05-14 00:00:00",76,74,51,56
"1979-05-14 06:00:00",89,88,60,67
"1979-05-14 12:00:00",52,54,56,55
"1979-05-14 18:00:00",47,47,52,46
"1979-05-15 00:00:00",60,63,44,45
"1979-05-15 06:00:00",80,82,50,52
"1979-05-15 12:00:00",50,51,46,47
"1979-05-15 18:00:00",47,40,44,41
"1979-05-16 00:00:00",62,49,49,48
"1979-05-16 06:00:00",76,57,52,52
"1979-05-16 12:00:00",41,38,44,45
"1979-05-16 18:00:00",45,41,45,48
"1979-05-17 00:00:00",76,69,48,52
"1979-05-17 06:00:00",86,81,53,57
"1979-05-17 12:00:00",43,42,52,49
"1979-05-17 18:00:00",47,43,55,52
"1979-05-18 00:00:00",72,68,46,45
"1979-05-18 06:00:00",76,65,48,45
"1979-05-18 12:00:00",43,41,45,44
"1979-05-18 18:00:00",44,42,47,45
"1979-05-19 00:00:00",67,59,50,46
"1979-05-19 06:00:00",71,59,50,42
"1979-05-19 12:00:00",56,47,50,43
"1979-05-19 18:00:00",52,47,45,43
"1979-05-20 00:00:00",71,58,44,33
"1979-05-20 06:00:00",68,53,47,32
"1979-05-20 12:00:00",46,39,67,43
"1979-05-20 18:00:00",54,43,78,53
"1979-05-21 00:00:00",85,79,95,73
"1979-05-21 06:00:00",90,87,75,82
"1979-05-21 12:00:00",46,51,57,58
"1979-05-21 18:00:00",46,45,50,50
"1979-05-22 00:00:00",66,62,51,52
"1979-05-22 06:00:00",72,65,50,49
"1979-05-22 12:00:00",50,46,49,45
"1979-05-22 18:00:00",51,42,51,46
"1979-05-23 00:00:00",80,63,50,43
"1979-05-23 06:00:00",82,66,54,46
"1979-05-23 12:00:00",49,46,52,47
"1979-05-23 18:00:00",44,42,53,50
"1979-05-24 00:00:00",70,58,50,43
"1979-05-24 06:00:00",82,69,63,50
"1979-05-24 12:00:00",70,44,64,45
"1979-05-24 18:00:00",67,44,64,52
"1979-05-25 00:00:00",89,78,67,68
"1979-05-25 06:00:00",88,82,61,71
"1979-05-25 12:00:00",53,54,53,62
"1979-05-25 18:00:00",41,43,45,57
"1979-05-26 00:00:00",50,48,50,57
"1979-05-26 06:00:00",54,50,56,62
"1979-05-26 12:00:00",36,33,50,50
"1979-05-26 18:00:00",43,37,59,56
"1979-05-27 00:00:00",66,58,59,53
"1979-05-27 06:00:00",74,58,64,54
"1979-05-27 12:00:00",73,50,62,53
"1979-05-27 18:00:00",83,56,62,53
"1979-05-28 00:00:00",99,84,69,60
"1979-05-28 06:00:00",89,81,72,61
"1979-05-28 12:00:00",68,56,68,59
"1979-05-28 18:00:00",58,47,58,54
"1979-05-29 00:00:00",65,54,56,54
"1979-05-29 06:00:00",67,55,55,54
"1979-05-29 12:00:00",47,46,50,50
"1979-05-29 18:00:00",45,43,46,49
"1979-05-30 00:00:00",50,49,44,50
"1979-05-30 06:00:00",51,55,46,51
"1979-05-30 12:00:00",40,44,45,51
"1979-05-30 18:00:00",42,41,46,46
"1979-05-31 00:00:00",57,52,50,47
"1979-05-31 06:00:00",62,61,53,50
"1979-05-31 12:00:00",45,45,52,51
"1979-05-31 18:00:00",42,41,50,48
"1979-06-01 00:00:00",55,46,53,49
"1979-06-01 06:00:00",62,51,52,49
"1979-06-01 12:00:00",47,44,46,43
"1979-06-01 18:00:00",53,48,46,44
"1979-06-02 00:00:00",73,66,50,48
"1979-06-02 06:00:00",85,75,55,53
"1979-06-02 12:00:00",77,63,56,54
"1979-06-02 18:00:00",76,55,54,49
"1979-06-03 00:00:00",77,53,54,48
"1979-06-03 06:00:00",73,57,52,48
"1979-06-03 12:00:00",71,49,54,45
"1979-06-03 18:00:00",63,40,50,38
"1979-06-04 00:00:00",59,48,48,35
"1979-06-04 06:00:00",66,60,48,39
"1979-06-04 12:00:00",64,51,47,38
"1979-06-04 18:00:00",65,49,53,42
"1979-06-05 00:00:00",58,52,49,39
"1979-06-05 06:00:00",58,53,49,44
"1979-06-05 12:00:00",67,49,47,38
"1979-06-05 18:00:00",68,46,51,40
"1979-06-06 00:00:00",68,54,47,42
"1979-06-06 06:00:00",79,63,54,46
"1979-06-06 12:00:00",80,54,59,48
"1979-06-06 18:00:00",81,57,70,56
"1979-06-07 00:00:00",83,68,74,63
"1979-06-07 06:00:00",91,80,80,69
"1979-06-07 12:00:00",95,76,77,67
"1979-06-07 18:00:00",100,86,82,69
